agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,TEFAP_Auto_Eligible,TEFAP_Income_Levels,ObjectId,Day of week,Hours,ByAppointmentOnly,ResidentsOnly,Notes,Reqs,start1,start2,start3,end1,end2,end3,Frequency,Additional_Notes,Start_Time,End_Time
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Monday,9:00 AM to 11:00 AM; Every week,No,No,, ,9:00:00,12:00:00,,11:00:00,14:00:00,,Every week,,09:00:00,11:00:00
18762-PART-01,Rainbow Community Development Center,2120 Industrial Parkway,A,Silver Spring,MD,MD Montgomery County,20904,(301) 768-7672,pdrumming@rainbowcdc.org,TEFAP Available,39.054789,-76.969193,2025-04-07,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,328,Thursday,"9:00 AM to 12:00 PM; Every week (Note: Tuesday and Thursday are by appointment only in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes..  First time clients call 301-625-2561)",,," (Note: Tuesday and Thursday are by appointment only in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes..  First time clients call 301-625-2561)", ,9:00:00,,,12:00:00,,,Every week,"Note: Tuesday and Thursday are by appointment only in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes..  First time clients call 301-625-2561",09:00:00,12:00:00
19548-PART-01,"Laurel Advocacy & Referral Services, Inc.",311 Laurel Ave,,Laurel,MD,MD Prince George's County,20707,(301) 776-0442,amilner@laureladvocacy.org,TEFAP Available,39.101843,-76.847697,2025-04-08,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,329,Thursday,"9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",No,No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,9:00:00,,,14:00:00,,,Every week,"Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.",09:00:00,14:00:00
19860-PART-01,Seneca Creek Community Church (Gaithersburg CARES),13 Firstfield Rd,,Gaithersburg,MD,MD Montgomery County,20878,(301) 793-3321,Sharon@senecacreek.org,Non-TEFAP,39.140241,-77.225372,2025-04-08,N/A,N/A,334,Thursday,10:00 AM to 4:30 PM; Every week,Yes,No,None, ,10:00:00,,,16:30:00,,,Every week,,10:00:00,16:30:00
19295-PART-01,Metropolis Club,938 Rhode Island Ave NE,,Washington,DC,DC Ward 5,20018,(301) 793-4236,sylvester1225@yahoo.com,Non-TEFAP,38.92263,-76.992631,2025-04-01,N/A,N/A,335,Thursday,10:30 AM to 8:00 PM; Every week,No,No,None, ,10:30:00,,,20:00:00,,,Every week,,10:30:00,20:00:00
19855-PART-01,Mollemm Food Pantry,9721 Good Luck Road,,Lanham,MD,MD Prince George's County,20706,(301) 807-1383,sspeight123@verizon.net,Non-TEFAP,38.983144,-76.84118,2025-04-11,N/A,N/A,336,Thursday,1:00 PM to 2:30 PM; 2nd of the Month (Note: This site is for drop off only for senior residents),Yes,Yes, (Note: This site is for drop off only for senior residents), ,13:00:00,,,14:30:00,,,2nd of the Month,Note: This site is for drop off only for senior residents,13:00:00,14:30:00
19796-PART-01,Oxon Hill UMC,6400 Livingston Road,,Oxon Hill,MD,MD Prince George's County,20745,(301) 807-2754,Breadministry@oxonhillumc.org,Non-TEFAP,38.80118,-76.986247,2025-04-11,N/A,N/A,337,Thursday,11:00 AM to 1:00 PM; Every week,No,No,None, ,11:00:00,,,13:00:00,,,Every week,,11:00:00,13:00:00
19483-PART-01,Women Who Care Ministries,19640 Club House Road,Suite 410,Montgomery Villlage,MD,MD Montgomery County,20886,(301) 828-6850,womenwhocare@comcast.net,TEFAP Available,39.174006,-77.205927,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,339,Thursday,8:00 AM to 5:00 PM; Every week,No,No,, ,8:00:00,10:00:00,,16:00:00,17:00:00,,Every week,,08:00:00,17:00:00
19483-PART-01,Women Who Care Ministries,19640 Club House Road,Suite 410,Montgomery Villlage,MD,MD Montgomery County,20886,(301) 828-6850,womenwhocare@comcast.net,TEFAP Available,39.174006,-77.205927,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,339,Thursday,10:00 AM to 4:00 PM; Every week,Yes,Yes,, ,8:00:00,10:00:00,,16:00:00,17:00:00,,Every week,,10:00:00,16:00:00
19627-PART-01,Yad Yehuda of Greater Washington,9601 Colesville Rd,,Silver Spring,MD,MD Montgomery County,20902,(301) 842-7135 ext. 706,ssavir@yadyehuda.org,Non-TEFAP,39.039938,-77.043884,2025-03-31,N/A,N/A,341,Thursday,7:30 AM to 10:00 PM; Every week,Yes,No,None, ,7:30:00,,,22:00:00,,,Every week,,07:30:00,22:00:00
19724-PART-01,First Baptist Church of District Heights,7234 Lansdale Street,,District Heights,MD,MD Prince George's County,20747,(301) 887-7380,richarddurham62@yahoo.com,Non-TEFAP,38.859016,-76.880889,2025-03-13,N/A,N/A,346,Thursday,9:00 AM to 12:00 PM; ,No,No,None, ,9:00:00,,,12:00:00,,,,,09:00:00,12:00:00
19839-PART-01,Central Baptist Church of Camp Springs,5600 Old Branch Avenue,,Camp Springs,MD,MD Prince George's County,20748,(301) 899-3800,info@centralbaptistchurchcs.org,TEFAP Available,38.813024,-76.913053,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,348,Thursday,10:00 AM to 2:00 PM; Every week,Yes,No,None, ,10:00:00,,,14:00:00,,,Every week,,10:00:00,14:00:00
18786-PART-01,Bethesda Cares,5033 Wilson Lane,,Bethesda,MD,MD Montgomery County,20814,(301) 907-9244,john@bethesdacares.org,TEFAP Only,38.987488,-77.100228,2025-03-28,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,351,Thursday,11:00 AM to 1:00 PM; Every week (Note: walk in hot meals),No,No, (Note: walk in hot meals), ,11:00:00,,,13:00:00,,,Every week,Note: walk in hot meals,11:00:00,13:00:00
18722-PART-01,Prince George's County DSS,805 Brightseat Rd,,Landover,MD,MD Prince George's County,20785,(301) 909-6364,beverly.bruce@maryland.gov,TEFAP Only,38.827105,-76.986666,2025-02-20,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,352,Thursday,8:30 AM to 4:30 PM; Every week,Yes,No,None, ,8:30:00,,,16:30:00,,,Every week,,08:30:00,16:30:00
19506-PART-01,Mid County United Ministries (MUM),11002 Viers Mill Road,Suite 710,Wheaton,MD,MD Montgomery County,20902,(301) 929-8675,midcountyunitedministries@gmail.com,Non-TEFAP,39.037687,-77.062748,2025-04-08,N/A,N/A,357,Thursday,"10:00 AM to 12:00 PM; Every week (Note: By Appointment Only. We serve zip codes 20902, 20906, 20853, 20895, 20896, 20901, 20910, 20912 & 20783.)",No,No," (Note: By Appointment Only. We serve zip codes 20902, 20906, 20853, 20895, 20896, 20901, 20910, 20912 & 20783.)", ,10:00:00,13:00:00,,12:00:00,15:00:00,,Every week,"Note: By Appointment Only. We serve zip codes 20902, 20906, 20853, 20895, 20896, 20901, 20910, 20912 & 20783.",10:00:00,12:00:00
19506-PART-01,Mid County United Ministries (MUM),11002 Viers Mill Road,Suite 710,Wheaton,MD,MD Montgomery County,20902,(301) 929-8675,midcountyunitedministries@gmail.com,Non-TEFAP,39.037687,-77.062748,2025-04-08,N/A,N/A,357,Thursday,"1:00 PM to 3:00 PM; Every week (Note: By Appointment Only. We serve zip codes 20902, 20906, 20853, 20895, 20896, 20901, 20910, 20912 & 20783.)",,," (Note: By Appointment Only. We serve zip codes 20902, 20906, 20853, 20895, 20896, 20901, 20910, 20912 & 20783.)", ,10:00:00,13:00:00,,12:00:00,15:00:00,,Every week,"Note: By Appointment Only. We serve zip codes 20902, 20906, 20853, 20895, 20896, 20901, 20910, 20912 & 20783.",13:00:00,15:00:00
19472-PART-01,Montgomery County Family Center,12247 Georgia Ave.,,Silver Spring,MD,MD Montgomery County,20902,(301) 942-1790,Ashley.Uribe@cc-dc.org,TEFAP Available,39.055996,-77.049604,2025-03-10,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,359,Thursday,"9:00 AM to 4:00 PM; 2nd, 3rd, and 4th of the Month",No,No,None, ,9:00:00,,,16:00:00,,,"2nd, 3rd, and 4th of the Month",,09:00:00,16:00:00
19477-PART-01,Maryland Umbrella Group,408 Addison Road South,,Seat Pleasant,MD,MD Prince George's County,20743,(301) 968-7816,cbatey@m-u-g.org,TEFAP Available,38.883589,-76.896282,2025-04-14,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,362,Thursday,10:00 AM to 12:00 PM; As Needed,Yes,No,None, ,10:00:00,,,12:00:00,,,As Needed,,10:00:00,12:00:00
14820-PART-01,Nineteenth Street Baptist Church,4606 16th St NW,,Washington,DC,DC Ward 4,20011,(314) 322-6877,lynnhoban@outlook.com,Non-TEFAP,38.946873,-77.036844,2025-03-21,N/A,N/A,366,Thursday,10:00 AM to 1:00 PM; 2nd and 4th of the Month,No,No,None, ,10:00:00,,,13:00:00,,,2nd and 4th of the Month,,10:00:00,13:00:00
15830-PART-01,United Community Ministry,7511 Fordson Road,,Alexandria,VA,VA Fairfax County,22306,(571) 255-8988,brenda.renninger@unitedcommunity.org,TEFAP Available,38.75378,-77.085186,2025-04-14,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,375,Thursday,"12:00 PM to 3:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.)", ,12:00:00,,,15:00:00,,,Every week,"Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.",12:00:00,15:00:00
15530-PART-01,Arlington Bridge Builders,790 South Carlin Springs Road,,Arlington,VA,VA Fairfax County,22204,(571) 282-5156,tjgm_2013@yahoo.com,Non-TEFAP,38.855145,-77.123784,2025-04-15,N/A,N/A,377,Thursday,10:00 AM to 3:00 PM; Every week,No,Yes,None, ,10:00:00,,,15:00:00,,,Every week,,10:00:00,15:00:00
14895-PART-01,"Cornerstones, Inc.",11484 Washington Plz W  #120,,Reston,VA,VA Fairfax County,20190,(571) 323-1410,minerva.orozco@cornerstonesva.org,Non-TEFAP,38.968535,-77.342533,2025-03-11,N/A,N/A,378,Thursday,8:30 AM to 4:30 PM; Every week,No,No,None, ,8:30:00,,,16:30:00,,,Every week,,08:30:00,16:30:00
22071-MOMK-01,Francis C. Hammond Middle School,4646 Seminary Rd,,Alexandria,VA,VA City of Alexandria,22304,(571) 329-1856,kendall@cisofnova.org,Non-TEFAP,38.826829,-77.110273,2025-04-10,N/A,N/A,379,Thursday,4:00 PM to 6:00 PM; 3rd of the Month,No,No,None, ,16:00:00,,,18:00:00,,,3rd of the Month,,16:00:00,18:00:00
19454-PART-01,Faith Social Services,795 Center St,#2A,Herndon,VA,VA Fairfax County,20170,(571) 345-4241,catherine.juhel@faithus.org,Non-TEFAP,38.972148,-77.385751,2025-03-24,N/A,N/A,380,Thursday,11:00 AM to 2:00 PM; Every week,No,No,None, ,11:00:00,,,14:00:00,,,Every week,,11:00:00,14:00:00
16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,385,Thursday,10:30 AM to 2:00 PM; Every week,Yes,No,, ,10:30:00,16:30:00,,14:00:00,19:00:00,,Every week,,10:30:00,14:00:00
16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,385,Thursday,4:30 PM to 7:00 PM; Every week,,,, ,10:30:00,16:30:00,,14:00:00,19:00:00,,Every week,,16:30:00,19:00:00
19752-PART-01,ICNA Relief USA Programs Inc.,2912 WOODLAWN TRAIL,,ALEXANDRIA,VA,VA Fairfax County,22306,(571) 662-0786,amehmood@icnarelief.org,TEFAP Available,38.751661,-77.082206,2025-04-17,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,386,Thursday,12:30 PM to 1:30 PM; 2nd of the Month (Note: location: Near The Jefferson Leesburg Pike Falls Church VA 22044),No,No, (Note: location: Near The Jefferson Leesburg Pike Falls Church VA 22044), ,12:30:00,14:00:00,,13:30:00,16:00:00,,2nd of the Month,Note: location: Near The Jefferson Leesburg Pike Falls Church VA 22044,12:30:00,13:30:00
19752-PART-01,ICNA Relief USA Programs Inc.,2912 WOODLAWN TRAIL,,ALEXANDRIA,VA,VA Fairfax County,22306,(571) 662-0786,amehmood@icnarelief.org,TEFAP Available,38.751661,-77.082206,2025-04-17,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,386,Thursday,12:30 PM to 1:30 PM; 4th of the Month (Note: location: DAR ALSALAM 14505 Richmond Hwy Woodbridge VA 22191),Yes,, (Note: location: DAR ALSALAM 14505 Richmond Hwy Woodbridge VA 22191), ,12:30:00,14:00:00,,13:30:00,16:00:00,,4th of the Month,Note: location: DAR ALSALAM 14505 Richmond Hwy Woodbridge VA 22191,12:30:00,13:30:00
19752-PART-01,ICNA Relief USA Programs Inc.,2912 WOODLAWN TRAIL,,ALEXANDRIA,VA,VA Fairfax County,22306,(571) 662-0786,amehmood@icnarelief.org,TEFAP Available,38.751661,-77.082206,2025-04-17,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,386,Thursday,2:00 PM to 4:00 PM; 1st and 3rd of the Month (Note: location: 2912 Woodlawn Trail Alexandria VA 22306),,, (Note: location: 2912 Woodlawn Trail Alexandria VA 22306), ,12:30:00,14:00:00,,13:30:00,16:00:00,,1st and 3rd of the Month,Note: location: 2912 Woodlawn Trail Alexandria VA 22306,14:00:00,16:00:00
14065-PART-01,Lorton Community Action Center,9520 Richmond Hwy door A3,,Lorton,VA,VA Fairfax County,22079,(571) 667-6323,info@lortonaction.org,Non-TEFAP,38.699254,-77.21226,2025-03-26,N/A,N/A,387,Thursday,"10:00 AM to 12:00 PM; Every week (Note: 22060, 22079)",No,No," (Note: 22060, 22079)", ,10:00:00,,,12:00:00,,,Every week,"Note: 22060, 22079",10:00:00,12:00:00
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Friday,9:00 AM to 11:00 AM; Every week,No,Yes,None, ,9:00:00,,,11:00:00,,,Every week,,09:00:00,11:00:00
22737-PART-01,The Family Place,3309 16th St NW,,Washington DC,DC,DC Ward 1,20010,(202) 265-0149,iargueta@thefamilyplacedc.org,Non-TEFAP,38.93193,-77.036,2025-04-09,N/A,N/A,9,Friday,10:00 AM to 2:00 PM; Every week (Note: We always have emergency food bags),No,No, (Note: We always have emergency food bags), ,10:00:00,,,14:00:00,,,Every week,Note: We always have emergency food bags,10:00:00,14:00:00
19727-PART-01,No Limits Outreach Ministries,7721 Barlowe Rd,,Landover,MD,MD Prince George's County,20785,(202) 341-5159,nolimitsoutreach@gmail.com,TEFAP Available,38.918064,-76.872361,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,16,Friday,6:00 PM to 7:30 PM; Every week,No,No,None, ,18:00:00,,,19:30:00,,,Every week,,18:00:00,19:30:00
14540-PART-01,Miriam's Kitchen,2401 Virginia Ave NW,,Washington,DC,DC Ward 2,20037,(202) 380-5293,marcus.may@miriamskitchen.org,TEFAP Available,38.898539,-77.051963,2025-03-24,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,18,Friday,7:00 AM to 8:00 AM; Every week,No,No,, ,7:00:00,16:00:00,,8:00:00,17:00:00,,Every week,,07:00:00,08:00:00
14540-PART-01,Miriam's Kitchen,2401 Virginia Ave NW,,Washington,DC,DC Ward 2,20037,(202) 380-5293,marcus.may@miriamskitchen.org,TEFAP Available,38.898539,-77.051963,2025-03-24,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,18,Friday,4:00 PM to 5:00 PM; Every week,,,, ,7:00:00,16:00:00,,8:00:00,17:00:00,,Every week,,16:00:00,17:00:00
19426-PART-01,Fountain Community Enrichment Inc.,15853 Commerce Court,,Upper Marlboro,MD,MD Prince George's County,20774,(202) 390-9841,Jade.i.vaughn@gmail.com,TEFAP Available,38.884128,-76.730823,2025-03-27,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,20,Friday,11:00 AM to 2:00 PM; 3rd of the Month,No,No,None, ,11:00:00,,,14:00:00,,,3rd of the Month,,11:00:00,14:00:00
19745-PART-01,Chrisma Charities,12805 Georgia Avenue,,Silver Spring,MD,MD Montgomery County,20906,(202) 427-2816,info@chrismacharities.org,TEFAP Available,39.065787,-77.056845,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,24,Friday,"10:00 AM to 2:00 PM; Every week (Note: Hampshire Village	3210 Norbeck Rd. Silver Spring, MD 20906)",No,Yes," (Note: Halpine Hamlet	5511 Halpine Place, Rockville, MD  20851)", ,8:00:00,10:00:00,,14:00:00,,,Every week,"Note: Hampshire Village	3210 Norbeck Rd. Silver Spring, MD 20906",10:00:00,14:00:00
19745-PART-01,Chrisma Charities,12805 Georgia Avenue,,Silver Spring,MD,MD Montgomery County,20906,(202) 427-2816,info@chrismacharities.org,TEFAP Available,39.065787,-77.056845,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,24,Friday,,,," (Note: Hampshire Village	3210 Norbeck Rd. Silver Spring, MD 20906)", ,8:00:00,10:00:00,,14:00:00,,,,,,
19035-PART-01,Edward C Mazique Child Care Center,1719 13th St NW,,Washington,DC,DC Ward 2,20009,(202) 462-3375,akeys@ecmpcc.org,Non-TEFAP,38.91328,-77.029282,2025-02-11,N/A,N/A,26,Friday,12:00 PM to 5:00 PM; Every week,No,Yes,None, ,12:00:00,,,17:00:00,,,Every week,,12:00:00,17:00:00
19322-PART-01,Allen Chapel AME Church,2498 Alabama Avenue SE,,Washington,DC,DC Ward 8,20020,(202) 494-9824,allenamefoodpantry@gmail.com,TEFAP Available,38.856893,-76.970285,2025-04-03,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,30,Friday,9:30 AM to 12:00 PM; Every week,No,No,None, ,9:30:00,,,12:00:00,,,Every week,,09:30:00,12:00:00
14222-PART-01,SevaTruck Foundation,2815 Old Lee Hwy Fairfax,,Fairfax,VA,VA Fairfax County,22031,(202) 550-3018,info@sevatruck.org,Non-TEFAP,38.927279,-77.194636,2025-03-03,N/A,N/A,36,Friday,"12:00 PM to 1:00 PM; 3rd of the Month (Note: Tanglewood Park- 5671 Tanglewood Drive, Riverdale, MD 20737)",No,No," (Note: Tanglewood Park- 5671 Tanglewood Drive, Riverdale, MD 20737)", ,12:00:00,,,13:00:00,,,3rd of the Month,"Note: Tanglewood Park- 5671 Tanglewood Drive, Riverdale, MD 20737",12:00:00,13:00:00
14885-PART-01,Assumption Outreach,220 Highview Place SE,,Washington,DC,DC Ward 8,20032,(202) 561-5941,outreach@assumptiondc.org,TEFAP Available,38.841594,-77.004447,2025-03-19,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,38,Friday,9:00 AM to 12:00 PM; Every week,No,No,None, ,9:00:00,,,12:00:00,,,Every week,,09:00:00,12:00:00
22119-PART-01,Covenant House Greater Washington,2001 Mississippi Ave SE,,Washington,DC,DC Ward 8,20020,(202) 610-9600,cbrown@chdc.org,Non-TEFAP,38.843604,-76.974234,2025-04-17,N/A,N/A,46,Friday,9:00 AM to 2:00 PM; ,No,No,None, ,9:00:00,,,14:00:00,,,,,09:00:00,14:00:00
15015-PART-01,MSB Outreach House,2411 Lawrence St NE,,Washington,DC,DC Ward 5,20018,(202) 635-7559,bjtjones@yahoo.com,Non-TEFAP,38.931963,-76.971535,2025-03-26,N/A,N/A,49,Friday,10:00 AM to 2:00 PM; Every week (Note: Ward Five residents only),No,Yes, (Note: Ward Five residents only), ,10:00:00,,,14:00:00,,,Every week,Note: Ward Five residents only,10:00:00,14:00:00
21762-PART-01,"Small Things Matter, Inc",201 Ethan Allen Avenue,,Takoma Park,MD,MD Montgomery County,20912,(202) 669-8550,thesmallthingsmatter@yahoo.com,Non-TEFAP,38.977874,-77.005963,2025-04-17,N/A,N/A,53,Friday,8:30 AM to 12:00 PM; Every week (Note: takes place at TPSS Coop and TP SDA Church),No,Yes, (Note: takes place at TPSS Coop and TP SDA Church), ,8:30:00,9:30:00,,11:30:00,12:00:00,,Every week,Note: takes place at TPSS Coop and TP SDA Church,08:30:00,12:00:00
21762-PART-01,"Small Things Matter, Inc",201 Ethan Allen Avenue,,Takoma Park,MD,MD Montgomery County,20912,(202) 669-8550,thesmallthingsmatter@yahoo.com,Non-TEFAP,38.977874,-77.005963,2025-04-17,N/A,N/A,53,Friday,9:30 AM to 11:30 AM; 1st and 3rd of the Month (Note: takes place at TP SDA Church),,, (Note: takes place at TP SDA Church), ,8:30:00,9:30:00,,11:30:00,12:00:00,,1st and 3rd of the Month,Note: takes place at TP SDA Church,09:30:00,11:30:00
15390-PART-01,The Salvation Army - Solomon G Brown,2300 Martin Luther King Ave SE,,Washington,DC,DC Ward 8,20020,(202) 678-9770,lester.ferguson@uss.salvationarmy.org,Non-TEFAP,38.863003,-76.991283,2025-03-24,N/A,N/A,54,Friday,9:00 AM to 2:00 PM; Every week (Note: Closed for lunch from 12-12:30pm),Yes,No, (Note: Closed for lunch from 12-12:30pm), ,9:00:00,,,14:00:00,,,Every week,Note: Closed for lunch from 12-12:30pm,09:00:00,14:00:00
16330-PART-01,Greater Refuge Ministries,9512 Piscataway Road,,Clinton,MD,MD Prince George's County,20735,(202) 702-7248,jimtaxes@gmail.com,Non-TEFAP,38.758736,-76.917014,2025-03-28,N/A,N/A,58,Friday,8:30 AM to 10:30 AM; 3rd of the Month (Note: Appointments can be made by calling Jim),No,No, (Note: Appointments can be made by calling Jim), ,8:30:00,,,10:30:00,,,3rd of the Month,Note: Appointments can be made by calling Jim,08:30:00,10:30:00
